"","V_bh","V_daily"
"496",952339.720993826,953426.214761904
"497",951946.794419877,952985.971587301
"498",953668.845734795,954877.002539682
"499",955342.82937042,956711.706984127
"500",954276.955286377,955534.052857142
"501",957200.698583606,958742.121111111
"502",948011.386699139,948664.148412698
"503",948964.355145378,949712.096825396
"504",949052.105364353,949801.534920634
"505",951206.765792903,952178.573015873
"506",952400.072635604,953488.578412698
"507",951622.604627315,952623.951428571
"508",952575.573073554,953668.234761904
"509",952903.661688991,954022.607777777
"510",953520.156380183,954694.748730158
"511",958943.41900062,960661.553492063
"512",961626.823901386,963592.838412698
"513",960272.543741588,962107.946507936
"514",958485.654468158,960147.349047619
"515",954103.110512936,955338.312222222
"516",953806.319297571,955004.152857143
"517",948702.760152962,949373.837619047
"518",948213.698220428,948823.94015873
"519",949022.463628789,949713.218888889
"520",947716.251148283,948257.849365079
"521",945929.361874853,946266.304285714
"522",948612.76677562,949243.20984127
"523",954708.976906151,955996.436507936
"524",954892.86248371,956191.677142857
"525",953298.24392745,954428.485714285
"526",955981.648828217,957382.042857143
"527",955973.263688607,957365.631111111
"528",956253.284624752,957666.491428571
"529",956148.764126557,957544.349682539
"530",955130.957721806,956417.45
"531",955170.640261488,956453.87063492
"532",955594.86423551,956913.883333333
"533",956403.629643872,957797.191904761
"534",954472.537332564,955665.572222222
"535",955761.97953385,957080.213174603
"536",964934.521139097,967173.341746031
"537",967041.113888355,969462.921269841
"538",966071.375162896,968402.148095238
"539",965822.651626824,968125.017301587
"540",967352.432224572,969784.708571428
"541",970756.852314726,973479.805396825
"542",972478.903629644,975339.295079365
"543",976315.932833429,979482.028253968
"544",975201.991070093,978277.05015873
"545",972453.748210814,975308.116507936
"546",970426.520540922,973109.641746031
"547",970562.338439189,973250.869682539
"548",969640.667393023,972245.677619047
"549",969968.75600846,972595.665873016
"550",969816.167830973,972424.042063492
"551",970000.053408533,972617.49031746
"552",969078.382362366,971611.266507936
"553",964984.244482899,967157.283015873
"554",966129.483646307,968400.624920635
"555",970110.71588797,972734.234444444
"556",970006.195389776,972614.692698412
"557",971487.908308231,974217.053015873
"558",973834.839453951,976754.868888889
"559",973826.454314341,976740.01
"560",970549.466982845,973191.191111111
"561",974242.293148753,977193.079365079
"562",974281.975688436,977230.198412698
"563",973456.440000855,976332.037460317
"564",976812.792411716,979957.806825397
"565",976852.474951398,979995.021111111
"566",973383.216902732,976249.375396825
"567",957897.039030956,959480.756825397
"568",962791.557179175,964866.145396825
"569",971050.812877865,973909.35031746
"570",967966.096263539,970553.976507936
"571",970841.771881476,973680.647777777
"572",968526.138135829,971159.318095238
"573",967219.925655323,969730.375238095
"574",967836.420346515,970396.336825396
"575",966145.666431669,968546.762222222
"576",963685.829648145,965853.516190476
"577",954015.840970753,955254.866984126
"578",955545.621568502,956941.863015872
"579",956979.266807665,958519.804603174
