"","V_bh","V_daily"
"167",924119.897348235,923373.999841271
"168",924688.638946585,923994.978571429
"169",926331.82764556,925798.761111112
"170",918732.811801158,917414.607142858
"171",919223.174279705,917951.467777778
"172",915804.378158103,914143.234285715
"173",922829.599750182,921964.980000001
"174",913395.206183739,911528.457301588
"175",916276.131816262,914748.331904762
"176",911776.357000717,909724.533492064
"177",908161.613079609,905664.588730159
"178",903828.393893645,900772.505238096
"179",913812.427258267,912074.251269842
"180",918737.741598971,917585.293809524
"181",918894.992818358,917752.230634921
"182",918712.601185266,917541.287460318
"183",924304.138044292,923765.176349207
"184",926038.769049703,925674.893333334
"185",916395.36449712,915037.091746032
"186",918139.792892507,916978.16952381
"187",910540.777048105,908500.066666667
"188",919995.751354062,919145.030476191
"189",926913.201656412,926825.746984127
"190",921440.219436653,920785.177142858
"191",919170.983738821,918254.759206349
"192",915520.31605447,914177.448095238
"193",927274.411207965,927305.728253969
"194",928721.652107434,928893.566349206
"195",921210.812772811,920606.667936508
"196",931129.530204265,931623.386190476
"197",934108.42973654,934890.783015873
"198",929011.014132502,929295.966825397
"199",927822.757128612,927978.668412698
"200",930181.155295785,930570.914444444
"201",931941.912674464,932499.193650794
"202",925580.63376361,925499.214285714
"203",921730.752483094,921235.847142857
"204",924334.08539965,924121.373333333
"205",925412.291276715,925308.612698413
"206",930180.847377814,930586.49968254
"207",921938.469591701,921493.233015873
"208",923503.279170873,923224.411269841
"209",926857.745318869,926944.900952381
"210",933108.973102899,933847.303492064
"211",927319.208607272,927493.447936508
"212",925644.347901275,925634.396349207
"213",924834.923309764,924729.315396826
"214",912415.59159751,910955.094761905
"215",914244.930706016,913007.274444445
"216",922605.863131395,922394.053492064
"217",908511.177733363,906719.397619048
"218",911010.005156848,909540.862698413
"219",916604.807812532,915853.028888889
"220",917509.9264667,916858.651111111
"221",898281.408721605,895300.405079365
"222",905143.340480763,903169.067777778
"223",886502.666134186,881925.882063492
"224",902910.521525954,901055.983015873
"225",918812.178435665,919207.72
"226",903179.302811509,901679.213333334
"227",897056.427056721,894675.846190477
"228",896328.647381671,893827.11920635
"229",903980.90193217,902626.512539683
"230",905271.384592033,904090.277142858
"231",870491.143159462,864462.867301588
"232",890115.808259791,887884.84984127
"233",888424.618570502,885905.445079365
"234",873186.904342017,868116.780952381
"235",868311.562910752,862296.148412699
"236",854523.862398613,845732.455714286
"237",834753.222408217,821501.392222223
"238",831105.820520524,816881.904285715
"239",806645.496528614,785855.433809524
"240",803190.776643769,781274.336984128
"241",837237.199787754,826497.177619048
"242",835532.946911832,824334.612222223
"243",806124.940982389,787216.667460318
"244",818767.332826979,803956.780317461
"245",816886.726931501,801494.953968254
"246",831573.507484273,820632.252380953
"247",821701.497165599,808038.588888889
"248",802711.38257657,783421.823333334
"249",806451.212730262,788392.187460318
"250",796255.888542403,774821.302063492
"251",787200.327388339,762569.594920635
"252",817151.441522645,803723.171587302
"253",813788.163944236,799305.093492064
"254",821665.758464167,809632.180793651
"255",826493.098905118,815879.512857143
"256",825732.661263484,814879.793015873
"257",838655.9116207,831519.933492064
"258",821393.403463984,809671.526825397
"259",805793.185806412,789397.650952381
"260",814359.863421273,800812.301428571
"261",810552.437497317,795778.036349206
"262",803975.616007007,787056.652857143
"263",788780.357135081,766701.198095238
"264",808084.974162883,793217.509682539
"265",795714.629400505,776718.335079365
"266",788393.206272071,766740.757619047
